bid,sum
76523,The Shawl is about a Holocaust survivor and the significance of a shawl in her life.
535494,How Should We Then Live? is about the rise and decline of Western thought and culture.
7260,Dominion explores the human-animal relationship and raises ethical issues.
7263,"No Dominion is a gripping thriller set in a lawless world, where survival becomes the only option."
196865,"Demon is about the clash between good and evil, as ancient secrets are revealed."
20549446,Couleurs is about the vibrant world of colors.
6359290,Batman: Battle for the Cowl explores power struggle after Batman's disappearance.
256109,Father and Son explores the complex bond between a father and his son.
13546695,Swim is a book about swimming.
256936,The Killings at Badger's Drift investigates murders in a peaceful village.
570525,Color Me Dark: The Diary of Nellie Lee Love is about a girl's journey during the Great Migration from the South to the North.
50464,"The People Look Like Flowers At Last is a collection of new poems that explores love, loss, and the beauty of everyday life."
50469,"Sifting Through the Madness for the Word, the Line, the Way: New Poems is a collection guiding readers through chaos to find clarity."
3764130,The Bite of the Mango explores a girl's experience amidst war in Sierra Leone.
27068734,"""But What If We're Wrong?"" questions our current beliefs and challenges our understanding of truth and reality."
24799229,Circus is a mesmerizing and thrilling story with unexpected twists that will captivate readers.
17669243,Thief of Lies is about a thief entangled in a perilous quest for powerful book secrets.
535525,Legacies delves into the interconnected lives of four characters facing personal challenges and buried family secrets.
461627,"""Myth-ing Persons"" explores diverse mythical beings and their captivating adventures, offering an enchanting reading experience."
961836,Season of Storms is a mystery novel set in unpredictable weather.
16213785,"""I Travel by Night"" reveals the perilous escapades of a enigmatic figure who ventures into the treacherous realm of nighttime travel."
11796251,Cinnamon Roll Murder is a suspenseful murder mystery set in a small bakery.
89362,"Summer Breeze is a tranquil tale of love, self-discovery, and life-changing decisions set during a captivating summer."
10337453,The Queen explores a powerful female monarch's life and reign.
31702733,An Alchemy of Masques and Mirrors is a captivating adventure.
106317,Freedom from Fear explores American experiences during the Depression and WWII.
225588,Causing Havoc is an exciting novel.
23120225,"The Establishment examines societal power structures, critiquing the ways elites maintain and consolidate their dominance."
346952,"Princess Smartypants follows the adventures of a clever, independent princess."
239395,"Mycelium Running showcases mushrooms' potential to benefit environment and society through mycelium's ability to break down pollutants, create soil, restore ecosystems, and promote sustainability."
1479413,"""Nicholas"" explores the life of its main character."
3609756,The Twilight Companion is an unauthorized guide to the series.
66483,Infinite Crisis is about heroes facing challenges to save reality amidst a collision of multiple Earths.
2015492,"""Empress"" is about a powerful woman's extraordinary journey."
1071338,"Amy, Number Seven is the beginning of the Replica series."
18248613,Warm Up explores the significance of pre-activity warm-ups for physical exertion.
13024589,Darkness Falls is about a cursed town facing mysterious events that endanger the lives of its residents.
17384515,Stranded is about a group's fight for survival in a harsh and remote environment.
18634454,"""Wilderness"" explores nature's impact on the human spirit."
2732513,The Revolution: A Manifesto calls for reevaluating political beliefs and fostering grassroots change.
135642,The Three Incestuous Sisters is a visually captivating novel with a haunting story.
48162,"""Skinwalkers"" delves into Navajo legends and cultures, uncovering the mystical and eerie aspects."
656048,Happily Ever After explores the pursuit of happiness and fulfillment in life.
92557,"Quarantine is about a group of strangers forced into quarantine during a deadly outbreak, testing their limits and revealing their true nature."
1897,Eiger Dreams explores mountaineering adventures with determination and breathtaking beauty.
537111,The Great Kapok Tree is about the importance of preserving the Amazon rainforest.
563782,Collected Poems 1947-80 is a compilation of poems from the author spanning over three decades.
28988,"""The Wishbones"" explores identity, family dynamics, and the quest for happiness."
67999,Rocannon's World trilogy explores the thrilling adventures of Rocannon uncovering the mysteries of an alien world.
13622492,"By Blood We Live delves into the alluring and treacherous world of vampires, where survival hinges on blood and danger lurks at every turn."
71148,"""Il formaggio e i vermi: Il cosmo di un mugnaio del '500"" examines the life of a 16th-century miller, focusing on cheese and worms."
3311,"""Self"" explores the journey of understanding oneself."
48485,Blindsight is a thought-provoking sci-fi novel.
57585,"In the Spirit of Crazy Horse is about the history and struggles of Native Americans, focusing on the American Indian Movement and the Wounded Knee standoff."
106027,"""Somebody Else's Kids"" is about unexpected connections and the power of love in the lives of diverse children."
241937,Demolition Angel is a thrilling novel.
18868749,"""Love Beyond Time"" tells the story of a timeless and unbreakable love between two souls."
81073,In the Forests of Serre is a magical journey through enchanted woods.
509957,The Champion is about overcoming challenges to achieve success.
1667423,Autumn in Paris explores love and adventure in vibrant Paris during autumn.
128521,No Flying in the House is about a girl who realizes she's not ordinary.
41666,"""Girl"" explores the journey of a young woman."
1030207,Children of the Dust depicts post-apocalyptic lives.
966306,Highland Warrior is a captivating historical romance set in the Scottish Highlands.
15810107,"Rumor Has It unravels scandalous secrets and whispered rumors, threatening lives."
227462,"""The Doctor's Wife"" explores a marriage's resilience through love, betrayal, and tragedy."
439011,Our Guys explores a high-profile sexual assault case in a close-knit New Jersey community.
2693142,Clockwork Heart is about a thrilling adventure with a mysterious clockwork heart and unexpected romance.
488388,"The Ultimates, Volume 2: Homeland Security follows Earth's heroes defending their homeland from various threats."
6494966,The Line is about a thrilling journey through a mysterious world.
17251422,"The Darkest Craving explores desire, darkness, obsession, and temptation in a gripping tale."
5568007,Roadside Crosses is a thrilling book about ominous signs foretelling terrifying events.
183999,The Berenstain Bears and the Trouble With Friends explores the challenges of friendship.
1208468,Burglar Bill is about a sneaky thief named Bill.
586437,The Tale of Hill Top Farm is the start of Beatrix Potter Mystery series.
1272470,Le Horla is a psychological horror novel by Guy de Maupassant.
14625654,"Don't You Forget About Me is a tale of love, loss, and rediscovery in adulthood."
23848561,"Step Aside, Pops is a collection of entertaining comics and illustrations."
